Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs,Formats
Tapu Fini,https://www.smogon.com/dex/sm/pokemon/tapu fini/,Whirlpool,Taunt,Nature's Madness,Moonblast,Leftovers,Misty Surge,Bold,248 HP/156 Def/40 SpD/64 Spe/,OU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/Draft/1v1/
Cosmog,https://www.smogon.com/dex/sm/pokemon/cosmog/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Slowpoke,https://www.smogon.com/dex/sm/pokemon/slowpoke/,Slack Off,Scald,Psychic,Calm Mind/Fire Blast/Thunder Wave,Eviolite,Regenerator,Calm,116 HP/76 Def/116 SpA/196 SpD/,LC/
Cosmoem,https://www.smogon.com/dex/sm/pokemon/cosmoem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Solgaleo,https://www.smogon.com/dex/sm/pokemon/solgaleo/,Sunsteel Strike,Flare Blitz,Earthquake,Toxic/Wild Charge/Stone Edge,Choice Scarf,Full Metal Body,Jolly,252 Atk/4 SpD/252 Spe/,Uber/VGC19/
Lunala,https://www.smogon.com/dex/sm/pokemon/lunala/,Moongeist Beam,Roost,Defog,Will-O-Wisp/Toxic,Leftovers,Shadow Shield,Timid,148 HP/160 Def/200 Spe/,Uber/VGC19/
Nihilego,https://www.smogon.com/dex/sm/pokemon/nihilego/,Stealth Rock,Sludge Wave,Pain Split/Protect,Thunderbolt/Power Gem,Black Sludge,Beast Boost,Timid,4 Def/252 SpA/252 Spe/,UU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC17/1v1/
Buzzwole,https://www.smogon.com/dex/sm/pokemon/buzzwole/,Hammer Arm,Toxic,Roost,Taunt/Earthquake,Leftovers,Beast Boost,Impish,248 HP/184 Def/76 SpD/,Uber/OU/Monotype/Battle Spot Singles/VGC17/Mix and Mega/1v1/
Pheromosa,https://www.smogon.com/dex/sm/pokemon/pheromosa/,U-turn,Low Kick,Ice Beam,Poison Jab/Throat Chop,Life Orb,Beast Boost,Naughty,252 Atk/4 SpA/252 Spe/,Uber/Doubles/Battle Spot Singles/VGC18/VGC17/1v1/
Xurkitree,https://www.smogon.com/dex/sm/pokemon/xurkitree/,Thunderbolt,Hidden Power,Energy Ball,Tail Glow,Electrium Z,Beast Boost,Modest,252 SpA/4 SpD/252 Spe/,OU/Monotype/Battle Spot Singles/VGC17/1v1/
Celesteela,https://www.smogon.com/dex/sm/pokemon/celesteela/,Leech Seed,Protect,Heavy Slam,Flamethrower,Leftovers,Beast Boost,Sassy,252 HP/24 Def/232 SpD/,OU/AG/Uber/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/BH/Draft/1v1/
Kartana,https://www.smogon.com/dex/sm/pokemon/kartana/,Leaf Blade,Knock Off,Synthesis,Defog,Grassium Z,Beast Boost,Jolly,128 HP/128 Atk/252 Spe/,OU/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/BH/Draft/Mix and Mega/1v1/
Guzzlord,https://www.smogon.com/dex/sm/pokemon/guzzlord/,Draco Meteor,Dark Pulse/Knock Off,Fire Blast,Heavy Slam,Dragonium Z,Beast Boost,Modest,76 Def/252 SpA/180 Spe/,NU/
Wartortle,https://www.smogon.com/dex/sm/pokemon/wartortle/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Slowbro,https://www.smogon.com/dex/sm/pokemon/slowbro/,Scald,Psyshock,Slack Off,Ice Beam,Colbur Berry,Regenerator,Bold,252 HP/252 Def/4 SpA/,RU/Uber/OU/UU/Monotype/Battle Spot Singles/1v1/
Necrozma,https://www.smogon.com/dex/sm/pokemon/necrozma/,Photon Geyser,Heat Wave,Stealth Rock,Moonlight,Wiki Berry,Prism Armor,Timid,252 SpA/4 SpD/252 Spe/,RU/UU/Doubles/1v1/
Necrozma-Dawn Wings,https://www.smogon.com/dex/sm/pokemon/necrozma-dawn wings/,Swords Dance,Photon Geyser,Earthquake,Outrage/Stone Edge,Ultranecrozium Z,Prism Armor,Jolly,224 Atk/32 Def/252 Spe/,Uber/VGC19/
Necrozma-Dusk Mane,https://www.smogon.com/dex/sm/pokemon/necrozma-dusk mane/,Calm Mind,Photon Geyser,Heat Wave,Power Gem/Dragon Pulse,Ultranecrozium Z,Prism Armor,Timid,32 Def/224 SpA/252 Spe/,Uber/AG/VGC19/
Magearna,https://www.smogon.com/dex/sm/pokemon/magearna/,Trick Room,Fleur Cannon,Flash Cannon/Focus Blast,Ice Beam/Thunderbolt,Fairium Z,Soul-Heart,Quiet,0 Atk/0 Spe/,OU/AG/Uber/CAP/Mix and Mega/1v1/
Marshadow,https://www.smogon.com/dex/sm/pokemon/marshadow/,Bulk Up,Spectral Thief,Close Combat,Substitute/Shadow Sneak,Marshadium Z,Technician,Jolly,252 Atk/4 Def/252 Spe/,Uber/AG/
Poipole,https://www.smogon.com/dex/sm/pokemon/poipole/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Naganadel,https://www.smogon.com/dex/sm/pokemon/naganadel/,Draco Meteor,Sludge Wave,Nasty Plot,Fire Blast,Dragonium Z,Beast Boost,Timid,252 SpA/4 SpD/252 Spe/,Uber/Doubles/Battle Spot Singles/VGC18/1v1/
Stakataka,https://www.smogon.com/dex/sm/pokemon/stakataka/,Gyro Ball,Rock Blast,Stealth Rock,Toxic/Protect,Leftovers,Beast Boost,Sassy,0 Spe/,UU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/1v1/
Blacephalon,https://www.smogon.com/dex/sm/pokemon/blacephalon/,Flamethrower,Shadow Ball,Substitute,Calm Mind,Ghostium Z,Beast Boost,Timid,232 HP/4 Def/20 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/VGC18/1v1/
Zeraora,https://www.smogon.com/dex/sm/pokemon/zeraora/,Bulk Up,Plasma Fists,Close Combat,Giga Impact/Knock Off,Normalium Z,Volt Absorb,Jolly,252 Atk/4 Def/252 Spe/,UU/Monotype/Doubles/Draft/Mix and Mega/1v1/
Meltan,https://www.smogon.com/dex/sm/pokemon/meltan/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Melmetal,https://www.smogon.com/dex/sm/pokemon/melmetal/,Double Iron Bash,Earthquake,Superpower/Thunder Punch,Ice Punch,No Item,Volt Absorb,Impish,,LGPE OU/
Magnemite,https://www.smogon.com/dex/sm/pokemon/magnemite/,Volt Switch,Flash Cannon,Recycle,Hidden Power/Endure,Berry Juice,Sturdy,Timid,36 Def/236 SpA/236 Spe/,LC/
Magneton,https://www.smogon.com/dex/sm/pokemon/magneton/,Thunderbolt,Hidden Power,Flash Cannon,Volt Switch,Choice Scarf,Magnet Pull,Timid,4 Def/252 SpA/252 Spe/,UU/1v1/
Farfetch'd,https://www.smogon.com/dex/sm/pokemon/farfetch'd/,First Impression,Brave Bird,Leaf Blade,Swords Dance/Frustration/Knock Off,Life Orb,Defiant,Adamant,252 Atk/4 Def/252 Spe/,PU/
Doduo,https://www.smogon.com/dex/sm/pokemon/doduo/,Brave Bird,Knock Off,Jump Kick,Quick Attack/Return,Choice Scarf,Early Bird,Jolly,236 Atk/236 Spe/,LC/
Dodrio,https://www.smogon.com/dex/sm/pokemon/dodrio/,Brave Bird,Return,Jump Kick,Quick Attack/Pursuit/Knock Off,Choice Band,Early Bird,Jolly,252 Atk/4 SpD/252 Spe/,PU/LGPE OU/
Seel,https://www.smogon.com/dex/sm/pokemon/seel/,Whirlpool,Perish Song,Protect,Rest,Eviolite,Thick Fat,Bold,236 HP/236 Def/36 SpD/,LC/
Dewgong,https://www.smogon.com/dex/sm/pokemon/dewgong/,Whirlpool,Perish Song,Rain Dance,Rest,Leftovers,Hydration,Calm,252 HP/4 Def/252 SpD/,PU/
Grimer,https://www.smogon.com/dex/sm/pokemon/grimer/,Gunk Shot,Fire Punch,Giga Drain,Memento/Thief,Berry Juice,Sticky Hold,Brave,36 HP/196 Atk/196 Def/36 SpA/36 SpD/,LC/
Grimer-Alola,https://www.smogon.com/dex/sm/pokemon/grimer-alola/,Rest,Sleep Talk,Knock Off,Gunk Shot/Poison Jab,Eviolite,Poison Touch,Adamant,36 HP/196 Atk/196 Def/36 SpD/,LC/NFE/
Muk,https://www.smogon.com/dex/sm/pokemon/muk/,Rest,Sleep Talk,Curse,Fire Punch/Poison Jab,Leftovers,Sticky Hold,Careful,252 HP/4 Atk/252 SpD/,ZU/PU/
Muk-Alola,https://www.smogon.com/dex/sm/pokemon/muk-alola/,Pursuit,Poison Jab/Gunk Shot,Knock Off,Fire Punch,Assault Vest,Poison Touch,Adamant,4 HP/252 Atk/252 SpD/,UU/Uber/OU/Monotype/Battle Spot Singles/VGC17/1v1/LGPE OU/
Blastoise,https://www.smogon.com/dex/sm/pokemon/blastoise/,Scald,Toxic,Rapid Spin,Ice Beam/Refresh,Normalium Z,Torrent,Bold,252 HP/60 Def/196 Spe/,NU/UU/Battle Spot Singles/1v1/RU/
Shellder,https://www.smogon.com/dex/sm/pokemon/shellder/,Shell Smash,Icicle Spear,Rock Blast,Liquidation,Eviolite,Skill Link,Jolly,36 HP/236 Atk/36 Def/196 Spe/,LC/
Cloyster,https://www.smogon.com/dex/sm/pokemon/cloyster/,Shell Smash,Icicle Spear,Spikes,Rapid Spin/Explosion,Focus Sash,Skill Link,Jolly,252 Atk/4 SpD/252 Spe/,RU/Uber/Monotype/Battle Spot Singles/1v1/LGPE OU/
Gastly,https://www.smogon.com/dex/sm/pokemon/gastly/,Shadow Ball,Sludge Bomb,Thunderbolt,Hidden Power/Trick/Dazzling Gleam,Choice Scarf,Levitate,Timid,36 Def/196 SpA/76 SpD/196 Spe/,LC/
Haunter,https://www.smogon.com/dex/sm/pokemon/haunter/,Shadow Ball,Sludge Wave,Destiny Bond,Will-O-Wisp/Trick,Choice Scarf,Levitate,Timid,4 Def/252 SpA/252 Spe/,PU/NFE/
Gengar,https://www.smogon.com/dex/sm/pokemon/gengar/,Taunt,Substitute/Destiny Bond,Sludge Wave,Shadow Ball,Gengarite,Cursed Body,Timid,252 SpA/4 SpD/252 Spe/,Uber/UU/AG/OU/Monotype/Battle Spot Singles/VGC19/VGC17/BH/LGPE OU/
Onix,https://www.smogon.com/dex/sm/pokemon/onix/,Stealth Rock,Rock Blast,Earthquake,Protect/Explosion,Eviolite,Weak Armor,Jolly,76 HP/236 Atk/196 Spe/,LC/
Drowzee,https://www.smogon.com/dex/sm/pokemon/drowzee/,Psychic,Counter,Wish,Protect,Eviolite,Insomnia,Bold,196 HP/236 Def/12 SpA/36 SpD/20 Spe/,LC/
Hypno,https://www.smogon.com/dex/sm/pokemon/hypno/,Hypnosis,Belly Drum,Zen Headbutt,Drain Punch,Psychium Z,Insomnia,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Krabby,https://www.smogon.com/dex/sm/pokemon/krabby/,Liquidation,Superpower,Knock Off,Body Slam,Choice Scarf,Sheer Force,Adamant,36 HP/236 Atk/36 Def/196 Spe/,LC/
Kingler,https://www.smogon.com/dex/sm/pokemon/kingler/,Agility,Swords Dance,Liquidation,X-Scissor/Knock Off,Life Orb,Sheer Force,Jolly,252 Atk/4 Def/252 Spe/,NU/
Castform-Snowy,https://www.smogon.com/dex/sm/pokemon/castform-snowy/,Rain Dance,Hydro Pump,Ice Beam,Thunder,Waterium Z,Forecast,Timid,252 SpA/4 SpD/252 Spe/,PU/
Rayquaza-Mega,https://www.smogon.com/dex/sm/pokemon/rayquaza-mega/,Dragon Ascent,Draco Meteor,Extreme Speed,Surf/Earthquake/V-create,Life Orb,Air Lock,Naughty,252 Atk/4 SpA/252 Spe/,AG/Uber/VGC19/
Lopunny-Mega,https://www.smogon.com/dex/sm/pokemon/lopunny-mega/,Frustration,High Jump Kick,Power-Up Punch,Encore,Lopunnite,Limber,Jolly,252 Atk/4 SpD/252 Spe/,OU/Uber/PU/Monotype/Battle Spot Singles/VGC19/VGC18/1v1/Draft/
Gallade-Mega,https://www.smogon.com/dex/sm/pokemon/gallade-mega/,Swords Dance,Close Combat,Zen Headbutt,Knock Off,Galladite,Justified,Jolly,252 Atk/4 Def/252 Spe/,OU/NU/Monotype/VGC19/1v1/Draft/
Banette-Mega,https://www.smogon.com/dex/sm/pokemon/banette-mega/,Shadow Claw,Gunk Shot/Knock Off,Will-O-Wisp,Shadow Sneak/Sucker Punch,Life Orb,Insomnia,Adamant,252 Atk/4 Def/252 Spe/,PU/RU/
Charizard-Mega-X,https://www.smogon.com/dex/sm/pokemon/charizard-mega-x/,Swords Dance,Flare Blitz,Dragon Claw,Roost,Charizardite X,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/,OU/NU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/LGPE OU/
Diancie-Mega,https://www.smogon.com/dex/sm/pokemon/diancie-mega/,Stealth Rock,Substitute,Endeavor,Moonblast/Diamond Storm,Diancite,Magic Bounce,Timid,240 HP/16 Def/252 Spe/,OU/RU/Uber/UU/Monotype/Doubles/BH/1v1/Draft/
Steelix-Mega,https://www.smogon.com/dex/sm/pokemon/steelix-mega/,Stealth Rock,Gyro Ball,Earthquake,Curse,Steelixite,Sturdy,Brave,0 Spe/,UU/NU/RU/Monotype/1v1/
Alakazam-Mega,https://www.smogon.com/dex/sm/pokemon/alakazam-mega/,Psychic,Focus Blast,Calm Mind/Shadow Ball,Knock Off/Taunt/Energy Ball/Calm Mind/Recover,Alakazite,Magic Guard,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/CAP/1v1/LGPE OU/
Latios-Mega,https://www.smogon.com/dex/sm/pokemon/latios-mega/,Psychic,Earthquake,Thunderbolt/Draco Meteor/Ice Beam,Roost,Latiosite,Levitate,Naive,4 Atk/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/CAP/Draft/1v1/
Gyarados-Mega,https://www.smogon.com/dex/sm/pokemon/gyarados-mega/,Dragon Dance,Waterfall,Bounce,Earthquake/Taunt,Flyinium Z,Moxie,Jolly,252 Atk/4 SpD/252 Spe/,OU/Uber/Monotype/Battle Spot Singles/BH/1v1/LGPE OU/
Medicham-Mega,https://www.smogon.com/dex/sm/pokemon/medicham-mega/,Fake Out,High Jump Kick,Ice Punch,Thunder Punch/Zen Headbutt,Medichamite,Telepathy,Adamant,252 Atk/4 Def/252 Spe/,OU/NU/RU/VGC19/1v1/Draft/
Darmanitan-Zen,https://www.smogon.com/dex/sm/pokemon/darmanitan-zen/,Flare Blitz,U-turn,Earthquake,Fire Punch/Rock Slide,Choice Band,Sheer Force,Jolly,252 Atk/4 SpD/252 Spe/,UU/1v1/
Pidgeot-Mega,https://www.smogon.com/dex/sm/pokemon/pidgeot-mega/,Hurricane,Heat Wave,U-turn,Roost,Pidgeotite,Big Pecks,Timid,4 Def/252 SpA/252 Spe/,UU/PU/Monotype/1v1/
Pinsir-Mega,https://www.smogon.com/dex/sm/pokemon/pinsir-mega/,X-Scissor,Close Combat/Earthquake,Stone Edge,Knock Off,Choice Scarf,Moxie,Jolly,252 Atk/4 Def/252 Spe/,ZU/OU/PU/Monotype/1v1/LGPE OU/
Manectric-Mega,https://www.smogon.com/dex/sm/pokemon/manectric-mega/,Volt Switch,Flamethrower/Overheat,Thunderbolt,Hidden Power/Hidden Power,Manectite,Lightning Rod,Timid,4 Def/252 SpA/252 Spe/,UU/PU/Monotype/Doubles/Battle Spot Singles/
Aggron-Mega,https://www.smogon.com/dex/sm/pokemon/aggron-mega/,Heavy Slam,Curse,Rest,Sleep Talk,Aggronite,Sturdy,Careful,252 HP/4 Def/252 SpD/,UU/PU/OU/1v1/
Aegislash-Blade,https://www.smogon.com/dex/sm/pokemon/aegislash-blade/,King's Shield,Toxic,Gyro Ball,Shadow Ball,Leftovers,Stance Change,Sassy,0 Spe/,Uber/Doubles/Battle Spot Singles/Battle Spot Doubles/VGC18/1v1/
Kyogre-Primal,https://www.smogon.com/dex/sm/pokemon/kyogre-primal/,Origin Pulse,Ice Beam,Substitute/Thunder,Calm Mind/Liquidation,Blue Orb,Drizzle,Hasty,4 Def/252 SpA/252 Spe/,Uber/AG/VGC19/BH/
Scizor-Mega,https://www.smogon.com/dex/sm/pokemon/scizor-mega/,Swords Dance,Bullet Punch,Roost,Superpower/Knock Off,Scizorite,Light Metal,Impish,248 HP/16 Def/244 SpD/,OU/UU/Uber/Monotype/Doubles/Battle Spot Singles/1v1/Draft/
Mewtwo-Mega-X,https://www.smogon.com/dex/sm/pokemon/mewtwo-mega-x/,Low Kick,Taunt,Zen Headbutt/Ice Beam,Zen Headbutt/Stone Edge,Mewtwonite X,Pressure,Jolly,252 Atk/4 Def/252 Spe/,Uber/BH/
Sceptile-Mega,https://www.smogon.com/dex/sm/pokemon/sceptile-mega/,Leaf Storm,Giga Drain,Earthquake/Focus Blast,Hidden Power,Life Orb,Overgrow,Timid,4 Def/252 SpA/252 Spe/,NU/UU/1v1/RU/
Ampharos-Mega,https://www.smogon.com/dex/sm/pokemon/ampharos-mega/,Volt Switch/Thunderbolt,Focus Blast,Hidden Power,Heal Bell,Leftovers,Static,Modest,184 HP/252 SpA/72 Spe/,PU/1v1/RU/
Houndoom-Mega,https://www.smogon.com/dex/sm/pokemon/houndoom-mega/,Nasty Plot,Fire Blast,Dark Pulse,Sludge Bomb,Houndoominite,Flash Fire,Timid,252 SpA/4 SpD/252 Spe/,UU/RU/
Gengar-Mega,https://www.smogon.com/dex/sm/pokemon/gengar-mega/,Taunt,Substitute/Destiny Bond,Sludge Wave,Shadow Ball,Gengarite,Cursed Body,Timid,252 SpA/4 SpD/252 Spe/,Uber/UU/AG/OU/Monotype/Battle Spot Singles/VGC19/VGC17/BH/LGPE OU/
Castform-Sunny,https://www.smogon.com/dex/sm/pokemon/castform-sunny/,Rain Dance,Hydro Pump,Ice Beam,Thunder,Waterium Z,Forecast,Timid,252 SpA/4 SpD/252 Spe/,PU/
Blaziken-Mega,https://www.smogon.com/dex/sm/pokemon/blaziken-mega/,Swords Dance,Flare Blitz,Low Kick,Knock Off/Stone Edge,Blazikenite,Speed Boost,Jolly,252 Atk/4 Def/252 Spe/,Uber/Battle Spot Singles/VGC18/1v1/
Absol-Mega,https://www.smogon.com/dex/sm/pokemon/absol-mega/,Swords Dance,Knock Off,Sucker Punch,Play Rough/Superpower,Darkinium Z,Justified,Jolly,252 Atk/4 Def/252 Spe/,PU/UU/NU/
Cherrim-Sunshine,https://www.smogon.com/dex/sm/pokemon/cherrim-sunshine/,Sunny Day,Swords Dance,Petal Blizzard,Healing Wish/Return,Firium Z,Flower Gift,Jolly,252 Atk/4 Def/252 Spe/,PU/
Charizard-Mega-Y,https://www.smogon.com/dex/sm/pokemon/charizard-mega-y/,Swords Dance,Flare Blitz,Dragon Claw,Roost,Charizardite X,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/,OU/NU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/LGPE OU/
Swampert-Mega,https://www.smogon.com/dex/sm/pokemon/swampert-mega/,Waterfall,Earthquake,Toxic/Ice Punch,Superpower/Substitute/Stealth Rock,Swampertite,Swift Swim,Jolly,252 Atk/4 Def/252 Spe/,OU/UU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/
Venusaur-Mega,https://www.smogon.com/dex/sm/pokemon/venusaur-mega/,Growth,Sludge Bomb,Giga Drain,Hidden Power,Grassium Z,Chlorophyll,Modest,4 Def/252 SpA/252 Spe/,RU/Uber/OU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/1v1/LGPE OU/
Salamence-Mega,https://www.smogon.com/dex/sm/pokemon/salamence-mega/,Body Slam,Defog,Roost,Dragon Tail/Refresh,Salamencite,Intimidate,Impish,248 HP/136 Def/124 Spe/,Uber/OU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/1v1/
Beedrill-Mega,https://www.smogon.com/dex/sm/pokemon/beedrill-mega/,U-turn,Poison Jab,Drill Run,Pursuit/Toxic Spikes/Knock Off,Beedrillite,Swarm,Jolly,252 Atk/4 SpD/252 Spe/,UU/PU/Battle Spot Singles/BH/LGPE OU/
Blastoise-Mega,https://www.smogon.com/dex/sm/pokemon/blastoise-mega/,Scald,Toxic,Rapid Spin,Ice Beam/Refresh,Normalium Z,Torrent,Bold,252 HP/60 Def/196 Spe/,NU/UU/Battle Spot Singles/1v1/RU/
Abomasnow-Mega,https://www.smogon.com/dex/sm/pokemon/abomasnow-mega/,Swords Dance,Wood Hammer,Ice Shard,Earthquake,Abomasite,Soundproof,Adamant,252 Atk/4 SpD/252 Spe/,NU/PU/RU/Doubles/1v1/
Necrozma-Ultra,https://www.smogon.com/dex/sm/pokemon/necrozma-ultra/,Swords Dance,Photon Geyser,Earthquake,Outrage/Stone Edge,Ultranecrozium Z,Prism Armor,Jolly,224 Atk/32 Def/252 Spe/,Uber/VGC19/
Mimikyu-Busted-Totem,https://www.smogon.com/dex/sm/pokemon/mimikyu-busted-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Altaria-Mega,https://www.smogon.com/dex/sm/pokemon/altaria-mega/,Hyper Voice,Fire Blast,Toxic,Roost,Altarianite,Natural Cure,Modest,248 HP/4 Def/160 SpA/96 Spe/,UU/ZU/OU/PU/Monotype/1v1/
Mawile-Mega,https://www.smogon.com/dex/sm/pokemon/mawile-mega/,Substitute,Thunder Punch,Ice Punch,Focus Punch,Mawilite,Intimidate,Adamant,144 HP/252 Atk/112 Spe/,OU/ZU/PU/Battle Spot Singles/VGC19/VGC18/1v1/Draft/
Groudon-Primal,https://www.smogon.com/dex/sm/pokemon/groudon-primal/,Rock Polish,Swords Dance,Precipice Blades,Fire Punch/Stone Edge,Red Orb,Drought,Adamant,252 Atk/100 SpD/156 Spe/,Uber/AG/VGC19/BH/Mix and Mega/
Minior-Meteor,https://www.smogon.com/dex/sm/pokemon/minior-meteor/,Shell Smash,Stone Edge,Earthquake,Acrobatics/Hidden Power,White Herb,Shields Down,Adamant,252 Atk/4 Def/252 Spe/,NU/
Meloetta-Pirouette,https://www.smogon.com/dex/sm/pokemon/meloetta-pirouette/,Celebrate,Psychic,Focus Blast,Shadow Ball/Hyper Voice,Normalium Z,Serene Grace,Timid,252 SpA/4 SpD/252 Spe/,UU/Monotype/1v1/
Zygarde-Complete,https://www.smogon.com/dex/sm/pokemon/zygarde-complete/,Dragon Dance,Thousand Arrows,Thousand Waves,Rest,Leftovers,Power Construct,Adamant,80 HP/220 Atk/208 Def/,Uber/AG/Doubles/BH/Draft/1v1/
Tyranitar-Mega,https://www.smogon.com/dex/sm/pokemon/tyranitar-mega/,Ice Punch/Stone Edge/Rock Slide,Pursuit,Crunch/Foul Play,Earthquake,Choice Scarf,Sand Stream,Jolly,8 HP/208 Atk/40 Def/252 Spe/,OU/AG/Uber/Monotype/Doubles/Battle Spot Singles/VGC18/BH/1v1/
Castform-Rainy,https://www.smogon.com/dex/sm/pokemon/castform-rainy/,Rain Dance,Hydro Pump,Ice Beam,Thunder,Waterium Z,Forecast,Timid,252 SpA/4 SpD/252 Spe/,PU/
Garchomp-Mega,https://www.smogon.com/dex/sm/pokemon/garchomp-mega/,Swords Dance,Aqua Tail/Fire Fang/Substitute,Earthquake,Stone Edge,Garchompite,Rough Skin,Jolly,252 Atk/4 SpD/252 Spe/,OU/Monotype/Battle Spot Singles/VGC17/Draft/1v1/
Aerodactyl-Mega,https://www.smogon.com/dex/sm/pokemon/aerodactyl-mega/,Stealth Rock,Stone Edge,Earthquake,Ice Fang,Aerodactylite,Unnerve,Jolly,252 Atk/4 SpD/252 Spe/,UU/NU/RU/Monotype/VGC19/VGC17/1v1/LGPE OU/
Crucibelle-Mega,https://www.smogon.com/dex/sm/pokemon/crucibelle-mega/,Stone Edge,Gunk Shot,U-turn,Stealth Rock,Crucibellite,Regenerator,Jolly,4 HP/252 Atk/252 Spe/,CAP/
Audino-Mega,https://www.smogon.com/dex/sm/pokemon/audino-mega/,Wish,Protect,Toxic/Heal Bell,Dazzling Gleam/Knock Off,Audinite,Regenerator,Calm,252 HP/4 Def/252 SpD/,NU/PU/BH/1v1/
Wishiwashi-School,https://www.smogon.com/dex/sm/pokemon/wishiwashi-school/,Rest,Sleep Talk,Scald,U-turn,Leftovers,Schooling,Sassy,0 Spe/,ZU/PU/
Glalie-Mega,https://www.smogon.com/dex/sm/pokemon/glalie-mega/,Spikes,Double-Edge,Earthquake,Explosion,Glalitite,Ice Body,Jolly,252 Atk/4 SpD/252 Spe/,NU/AG/UU/RU/PU/Battle Spot Singles/
Camerupt-Mega,https://www.smogon.com/dex/sm/pokemon/camerupt-mega/,Stealth Rock,Lava Plume,Toxic,Protect/Earth Power,Leftovers,Solid Rock,Calm,252 HP/4 SpA/252 SpD/,ZU/OU/RU/PU/Doubles/VGC18/1v1/
Kangaskhan-Mega,https://www.smogon.com/dex/sm/pokemon/kangaskhan-mega/,Fake Out,Seismic Toss,Crunch/Shadow Claw,Rock Tomb/Body Slam,Kangaskhanite,Scrappy,Jolly,52 HP/180 Atk/36 Def/8 SpD/232 Spe/,Uber/PU/Battle Spot Singles/VGC19/VGC18/BH/
Lucario-Mega,https://www.smogon.com/dex/sm/pokemon/lucario-mega/,Swords Dance,Meteor Mash,Close Combat,Bullet Punch,Lucarionite,Justified,Adamant,252 Atk/4 SpD/252 Spe/,Uber/UU/Monotype/Battle Spot Singles/VGC19/1v1/
Sharpedo-Mega,https://www.smogon.com/dex/sm/pokemon/sharpedo-mega/,Crunch,Ice Fang,Psychic Fangs/Earthquake,Protect,Sharpedonite,Speed Boost,Jolly,4 HP/252 Atk/252 Spe/,UU/Monotype/Battle Spot Singles/
Metagross-Mega,https://www.smogon.com/dex/sm/pokemon/metagross-mega/,Meteor Mash,Ice Punch,Thunder Punch/Rock Slide,Earthquake/Bullet Punch,Metagrossite,Clear Body,Jolly,232 HP/60 Atk/40 SpD/176 Spe/,Uber/RU/UU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/1v1/
Mimikyu-Busted,https://www.smogon.com/dex/sm/pokemon/mimikyu-busted/,Swords Dance,Shadow Claw,Play Rough,Shadow Sneak,Ghostium Z,Disguise,Jolly,252 Atk/4 Def/252 Spe/,UU/OU/Monotype/Battle Spot Singles/VGC19/
Slowbro-Mega,https://www.smogon.com/dex/sm/pokemon/slowbro-mega/,Scald,Psyshock,Slack Off,Ice Beam,Colbur Berry,Regenerator,Bold,252 HP/252 Def/4 SpA/,RU/Uber/OU/UU/Monotype/Battle Spot Singles/1v1/
Mewtwo-Mega-Y,https://www.smogon.com/dex/sm/pokemon/mewtwo-mega-y/,Low Kick,Taunt,Zen Headbutt/Ice Beam,Zen Headbutt/Stone Edge,Mewtwonite X,Pressure,Jolly,252 Atk/4 Def/252 Spe/,Uber/BH/
Greninja-Ash,https://www.smogon.com/dex/sm/pokemon/greninja-ash/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Heracross-Mega,https://www.smogon.com/dex/sm/pokemon/heracross-mega/,Swords Dance,Close Combat,Rock Blast,Bullet Seed/Substitute/Pin Missile,Heracronite,Moxie,Jolly,252 Atk/4 SpD/252 Spe/,OU/UU/Monotype/Battle Spot Singles/1v1/
Latias-Mega,https://www.smogon.com/dex/sm/pokemon/latias-mega/,Calm Mind,Psyshock/Stored Power,Ice Beam,Roost,Latiasite,Levitate,Timid,248 HP/8 Def/252 Spe/,OU/UU/Uber/Monotype/Doubles/Battle Spot Singles/1v1/
